location_x,location_y,remaining_min,power_of_shot,game_season,lat/lng,home/away,remaining_sec,shot_id_number,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,type_of_shot,type_of_combined_shot
95,105,6,3,,"42.982923, -71.446094",MANU vs. SAS,35,27526,34,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
0,0,5,3,2003-04,"42.982923, -71.446094",MANU vs. SAS,,27527,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
141,104,4,3,,"42.982923, -71.446094",MANU vs. SAS,15,27528,37,1,Right Side Center(RC),Mid Range,,,shot - 3
-115,171,1,3,,"42.982923, -71.446094",,37,27529,,1,Left Side Center(LC),Mid Range,16-24 ft.,shot - 31,
75,30,0,3,2003-04,,MANU vs. SAS,41,27530,28,0,Right Side(R),Goal Line,8-16 ft.,shot - 36,
0,0,6,4,2003-04,"42.982923, -71.446094",MANU vs. SAS,50,27531,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-66,161,5,4,2003-04,"42.982923, -71.446094",MANU vs. SAS,36,27532,37,1,Left Side Center(LC),Mid Range,16-24 ft.,shot - 5,
-154,94,4,4,,"42.982923, -71.446094",MANU vs. SAS,10,27533,38,0,Left Side(L),Mid Range,,,shot - 3
0,0,1,4,2003-04,"42.982923, -71.446094",MANU vs. SAS,52,27534,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 32,
79,26,1,4,2003-04,"42.982923, -71.446094",MANU vs. SAS,17,27535,28,,Right Side(R),Goal Line,8-16 ft.,,shot - 3
71,54,9,,2003-04,"46.667324, -94.419250",MANU @ MIN,22,27536,28,0,Right Side(R),Goal Line,8-16 ft.,shot - 13,
-95,118,5,1,2003-04,"46.667324, -94.419250",MANU @ MIN,11,27537,35,1,,Mid Range,8-16 ft.,,shot - 3
0,0,0,1,,"46.667324, -94.419250",MANU @ MIN,24,27538,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-90,10,11,2,2003-04,"46.667324, -94.419250",MANU @ MIN,47,27539,29,0,Left Side(L),Mid Range,8-16 ft.,shot - 31,
89,201,10,2,2003-04,"46.667324, -94.419250",MANU @ MIN,56,27540,41,0,Right Side Center(RC),Mid Range,,shot - 12,
0,0,9,2,2003-04,"46.667324, -94.419250",MANU @ MIN,19,27541,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-177,23,8,2,2003-04,"46.667324, -94.419250",MANU @ MIN,46,27542,37,0,Left Side(L),Mid Range,16-24 ft.,shot - 46,
0,0,0,2,2003-04,"46.667324, -94.419250",MANU @ MIN,44,27543,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
23,84,11,,2003-04,"46.667324, -94.419250",MANU @ MIN,37,27544,28,,Center(C),Goal Line,8-16 ft.,,shot - 3
209,43,8,3,2003-04,"46.667324, -94.419250",MANU @ MIN,54,27545,41,,Right Side(R),Mid Range,16-24 ft.,shot - 3,
179,17,8,3,2003-04,"46.667324, -94.419250",MANU @ MIN,23,27546,37,1,Right Side(R),Mid Range,16-24 ft.,,shot - 3
,194,7,3,2003-04,"46.667324, -94.419250",MANU @ MIN,56,27547,39,1,Center(C),Mid Range,16-24 ft.,,shot - 3
-8,54,3,3,2003-04,,,58,27548,25,1,Center(C),Goal Line,Less Than 8 ft.,shot - 44,
-192,40,0,3,2003-04,"46.667324, -94.419250",MANU @ MIN,38,27549,39,0,Left Side(L),Mid Range,16-24 ft.,shot - 47,
-108,332,11,4,2003-04,"46.667324, -94.419250",MANU @ MIN,17,27550,54,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 17,
-102,79,10,4,2003-04,"46.667324, -94.419250",MANU @ MIN,44,27551,32,1,Left Side(L),Mid Range,8-16 ft.,,shot - 3
-117,137,9,4,2003-04,"46.667324, -94.419250",MANU @ MIN,1,27552,38,0,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
0,0,7,4,,"46.667324, -94.419250",MANU @ MIN,26,27553,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
-112,140,4,4,2003-04,"46.667324, -94.419250",MANU @ MIN,13,27554,37,0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 36,
190,89,2,4,2003-04,"46.667324, -94.419250",MANU @ MIN,13,27555,40,0,Right Side(R),,16-24 ft.,shot - 41,
3,48,10,1,,"46.667324, -94.419250",MANU @ MIN,48,27556,24,,Center(C),Goal Line,Less Than 8 ft.,shot - 51,
92,59,10,1,2003-04,"46.667324, -94.419250",MANU @ MIN,43,27557,30,1,Right Side(R),Mid Range,8-16 ft.,shot - 50,
194,,7,1,2003-04,"46.667324, -94.419250",MANU @ MIN,46,27558,42,1,Right Side(R),Mid Range,16-24 ft.,shot - 29,
0,0,6,1,2003-04,"46.667324, -94.419250",MANU @ MIN,31,27559,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-141,140,3,1,2003-04,"46.667324, -94.419250",MANU @ MIN,42,27560,39,0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 50,
0,0,3,1,2003-04,"46.667324, -94.419250",MANU @ MIN,39,27561,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-153,128,2,1,2003-04,"46.667324, -94.419250",MANU @ MIN,33,27562,39,1,Left Side Center(LC),Mid Range,16-24 ft.,shot - 55,
130,146,11,2,2003-04,"46.667324, -94.419250",MANU @ MIN,30,27563,39,,Right Side Center(RC),Mid Range,,shot - 24,
-169,38,10,2,,"46.667324, -94.419250",MANU @ MIN,47,27564,37,0,Left Side(L),Mid Range,16-24 ft.,shot - 0,
0,41,8,2,2003-04,"46.667324, -94.419250",MANU @ MIN,12,27565,24,,,Goal Line,Less Than 8 ft.,,shot - 3
66,229,7,2,2003-04,"46.667324, -94.419250",MANU @ MIN,57,27566,43,0,Center(C),Penalty Spot,24+ ft.,,shot - 3
-192,66,2,2,,"46.667324, -94.419250",MANU @ MIN,13,27567,40,0,,Mid Range,16-24 ft.,shot - 20,
,148,8,3,2003-04,"46.667324, -94.419250",MANU @ MIN,41,27568,35,0,Center(C),Mid Range,8-16 ft.,,shot - 3
-184,137,8,3,2003-04,"46.667324, -94.419250",MANU @ MIN,25,27569,42,,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
,,7,3,2003-04,"46.667324, -94.419250",MANU @ MIN,,27570,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
,38,7,3,2003-04,"46.667324, -94.419250",MANU @ MIN,13,27571,27,1,Center(C),Goal Line,Less Than 8 ft.,shot - 44,
151,13,6,3,,"46.667324, -94.419250",MANU @ MIN,41,27572,35,0,Right Side(R),Mid Range,8-16 ft.,shot - 36,
-113,109,2,3,2003-04,"46.667324, -94.419250",MANU @ MIN,28,27573,35,0,Left Side(L),Mid Range,8-16 ft.,shot - 43,
-125,143,1,3,2003-04,"46.667324, -94.419250",MANU @ MIN,43,27574,38,0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 36,
187,184,0,3,2003-04,"46.667324, -94.419250",MANU @ MIN,22,27575,46,0,Right Side Center(RC),,24+ ft.,,shot - 3
192,173,11,4,,"46.667324, -94.419250",MANU @ MIN,7,27576,,0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 36,
57,242,4,,2003-04,"46.667324, -94.419250",MANU @ MIN,41,27577,44,0,Center(C),Penalty Spot,24+ ft.,shot - 15,
141,164,3,4,2003-04,"46.667324, -94.419250",MANU @ MIN,,27578,41,1,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
174,148,3,4,,"46.667324, -94.419250",MANU @ MIN,28,27579,42,0,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
-174,48,2,1,2003-04,"42.982923, -71.446094",MANU vs. MIN,4,27580,38,0,Left Side(L),Mid Range,16-24 ft.,,shot - 3
84,230,0,2,2003-04,"42.982923, -71.446094",MANU vs. MIN,,27581,44,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-59,81,10,3,,"42.982923, -71.446094",MANU vs. MIN,58,27582,30,0,Left Side(L),Goal Line,8-16 ft.,,shot - 3
169,-9,,3,,"42.982923, -71.446094",MANU vs. MIN,3,27583,36,1,Right Side(R),Mid Range,16-24 ft.,shot - 20,
-66,156,2,3,2003-04,,MANU vs. MIN,59,27584,36,,Left Side Center(LC),Mid Range,16-24 ft.,shot - 26,
133,104,2,3,2003-04,"42.982923, -71.446094",MANU vs. MIN,22,27585,36,,Right Side Center(RC),Mid Range,16-24 ft.,shot - 38,
-39,69,0,3,2003-04,"42.982923, -71.446094",MANU vs. MIN,32,27586,27,1,Center(C),Goal Line,Less Than 8 ft.,,shot - 3
82,233,5,4,2003-04,"42.982923, -71.446094",MANU vs. MIN,11,27587,44,1,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-146,207,4,4,2003-04,"42.982923, -71.446094",MANU vs. MIN,46,,45,1,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
0,248,3,4,2003-04,"42.982923, -71.446094",MANU vs. MIN,5,27589,44,,Center(C),Penalty Spot,,,shot - 3
,194,1,4,2003-04,"42.982923, -71.446094",MANU vs. MIN,55,27590,45,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 12,
-52,238,0,4,2003-04,"42.982923, -71.446094",MANU vs. MIN,,27591,,0,Center(C),Penalty Spot,24+ ft.,shot - 45,
23,40,11,1,2003-04,"42.982923, -71.446094",,4,27592,24,,Center(C),Goal Line,Less Than 8 ft.,shot - 0,
-66,102,,1,2003-04,"42.982923, -71.446094",MANU vs. MIN,7,27593,32,1,Left Side(L),Goal Line,8-16 ft.,,shot - 3
0,0,3,1,2003-04,"42.982923, -71.446094",MANU vs. MIN,22,27594,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
112,143,0,1,,"42.982923, -71.446094",,16,27595,,0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 36,
0,0,10,,2003-04,"42.982923, -71.446094",MANU vs. MIN,43,27596,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
123,8,9,2,,"42.982923, -71.446094",MANU vs. MIN,6,27597,32,0,Right Side(R),Mid Range,8-16 ft.,shot - 36,
-186,174,3,2,2003-04,"42.982923, -71.446094",MANU vs. MIN,3,27598,45,1,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
143,207,0,2,,"42.982923, -71.446094",MANU vs. MIN,34,27599,45,0,Right Side Center(RC),Penalty Spot,,shot - 38,
113,219,0,2,2003-04,"42.982923, -71.446094",MANU vs. MIN,,27600,44,,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 3,
0,0,10,3,,"42.982923, -71.446094",MANU vs. MIN,31,27601,20,1,Center(C),,Less Than 8 ft.,,shot - 5
0,0,9,3,2003-04,"42.982923, -71.446094",MANU vs. MIN,1,27602,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
0,0,7,,2003-04,"42.982923, -71.446094",MANU vs. MIN,45,27603,20,0,,Goal Area,Less Than 8 ft.,,shot - 4
-161,222,6,3,2003-04,"42.982923, -71.446094",MANU vs. MIN,32,27604,47,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 10,
141,212,5,3,2003-04,"42.982923, -71.446094",MANU vs. MIN,,27605,45,,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
0,0,5,3,2003-04,"42.982923, -71.446094",MANU vs. MIN,19,27606,20,1,Center(C),Goal Area,,shot - 46,
-146,61,4,3,2003-04,"42.982923, -71.446094",MANU vs. MIN,9,,35,1,Left Side(L),Mid Range,8-16 ft.,shot - 4,
0,0,2,3,2003-04,"42.982923, -71.446094",,24,27608,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-145,214,1,3,2003-04,"42.982923, -71.446094",MANU vs. MIN,26,27609,45,,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
10,89,0,3,2003-04,"42.982923, -71.446094",MANU vs. MIN,2,27610,28,1,Center(C),Goal Line,8-16 ft.,,shot - 3
-143,49,11,4,2003-04,"42.982923, -71.446094",MANU vs. MIN,19,27611,35,,Left Side(L),Mid Range,8-16 ft.,shot - 38,
164,15,8,4,,"42.982923, -71.446094",MANU vs. MIN,55,27612,,0,Right Side(R),Mid Range,16-24 ft.,shot - 50,
-126,235,3,4,2003-04,"42.982923, -71.446094",MANU vs. MIN,55,27613,46,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 4,
0,0,3,4,2003-04,"42.982923, -71.446094",MANU vs. MIN,27,27614,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-168,187,2,4,2003-04,"42.982923, -71.446094",MANU vs. MIN,14,27615,45,0,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
-172,13,8,1,2003-04,"46.667324, -94.419250",MANU @ MIN,55,27616,37,0,Left Side(L),Mid Range,16-24 ft.,shot - 15,
-33,22,7,1,2003-04,"46.667324, -94.419250",MANU @ MIN,36,27617,23,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 3
,-3,7,1,2003-04,"46.667324, -94.419250",MANU @ MIN,8,27618,42,1,Right Side(R),Right Corner,24+ ft.,shot - 23,
-186,64,4,1,2003-04,"46.667324, -94.419250",MANU @ MIN,28,27619,39,1,Left Side(L),Mid Range,16-24 ft.,shot - 17,
107,215,0,1,2003-04,"46.667324, -94.419250",MANU @ MIN,32,27620,,0,Right Side Center(RC),Penalty Spot,24+ ft.,shot - 19,
-199,168,11,2,2003-04,"46.667324, -94.419250",MANU @ MIN,13,27621,46,,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 15,
-151,150,5,2,2003-04,"46.667324, -94.419250",MANU @ MIN,55,27622,41,0,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
-230,17,5,2,2003-04,"46.667324, -94.419250",MANU @ MIN,39,27623,43,1,Left Side(L),Left Corner,24+ ft.,shot - 30,
-228,104,4,2,2003-04,"46.667324, -94.419250",MANU @ MIN,27,27624,45,1,Left Side Center(LC),,24+ ft.,,shot - 3
-85,,2,2,,"46.667324, -94.419250",MANU @ MIN,28,27625,34,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
0,0,0,2,2003-04,"46.667324, -94.419250",MANU @ MIN,50,27626,,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
10,263,0,2,2003-04,,MANU @ MIN,5,27627,46,0,Center(C),Penalty Spot,24+ ft.,,shot - 3
92,15,1,,2003-04,"46.667324, -94.419250",MANU @ MIN,32,27628,29,,Right Side(R),Mid Range,8-16 ft.,shot - 36,
-125,183,10,4,2003-04,"46.667324, -94.419250",MANU @ MIN,,27629,42,,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
,0,5,4,2003-04,"46.667324, -94.419250",MANU @ MIN,54,27630,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
0,0,5,4,2003-04,"46.667324, -94.419250",MANU @ MIN,22,27631,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
146,10,3,4,,"46.667324, -94.419250",,43,27632,34,1,Right Side(R),Mid Range,8-16 ft.,,shot - 3
222,,2,4,2003-04,"46.667324, -94.419250",MANU @ MIN,13,27633,42,0,Right Side(R),Right Corner,24+ ft.,shot - 43,
-146,206,1,4,,"46.667324, -94.419250",MANU @ MIN,52,27634,45,0,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
0,0,11,1,2003-04,"42.982923, -71.446094",MANU vs. MIN,41,27635,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
0,0,8,1,,"42.982923, -71.446094",MANU vs. MIN,37,,,1,Center(C),Goal Area,,,shot - 4
39,89,7,1,2003-04,"42.982923, -71.446094",MANU vs. MIN,47,27637,29,0,Center(C),Goal Line,8-16 ft.,,shot - 3
222,20,,1,,"42.982923, -71.446094",MANU vs. MIN,44,27638,42,1,Right Side(R),Right Corner,24+ ft.,,shot - 3
-156,48,10,2,2003-04,"42.982923, -71.446094",MANU vs. MIN,56,27639,36,0,Left Side(L),Mid Range,16-24 ft.,,shot - 3
62,199,0,2,2003-04,"42.982923, -71.446094",MANU vs. MIN,46,27640,40,0,Center(C),Mid Range,16-24 ft.,shot - 28,
-120,82,9,3,2003-04,,MANU vs. MIN,36,27641,34,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
0,0,9,3,2003-04,"42.982923, -71.446094",MANU vs. MIN,31,27642,,0,Center(C),,Less Than 8 ft.,,shot - 4
-112,-21,7,3,,"42.982923, -71.446094",MANU vs. MIN,48,27643,31,0,Left Side(L),Mid Range,8-16 ft.,shot - 30,
59,123,6,3,2003-04,"42.982923, -71.446094",MANU vs. MIN,,27644,33,0,Center(C),Goal Line,8-16 ft.,,shot - 3
0,0,,,2003-04,"42.982923, -71.446094",MANU vs. MIN,46,27645,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
-8,94,9,4,2003-04,"42.982923, -71.446094",MANU vs. MIN,16,27646,29,1,Center(C),Goal Line,,,shot - 3
-172,66,8,,,"42.982923, -71.446094",MANU vs. MIN,39,27647,38,0,Left Side(L),Mid Range,16-24 ft.,shot - 6,
0,0,7,4,2003-04,"42.982923, -71.446094",MANU vs. MIN,27,27648,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
228,7,4,4,2003-04,"42.982923, -71.446094",MANU vs. MIN,20,27649,42,0,Right Side(R),Right Corner,24+ ft.,shot - 7,
82,33,2,4,2003-04,,MANU vs. MIN,54,27650,28,0,Right Side(R),Mid Range,8-16 ft.,,shot - 3
75,237,0,4,,"42.982923, -71.446094",MANU vs. MIN,38,27651,44,,Center(C),Penalty Spot,24+ ft.,shot - 51,
-161,15,9,1,2003-04,"42.982923, -71.446094",MANU vs. DET,36,27652,36,0,Left Side(L),Mid Range,16-24 ft.,,shot - 3
192,158,9,1,2003-04,"42.982923, -71.446094",MANU vs. DET,2,27653,44,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
117,137,,1,2003-04,"42.982923, -71.446094",MANU vs. DET,21,27654,38,,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
144,112,5,1,2003-04,"42.982923, -71.446094",MANU vs. DET,29,27655,38,1,Right Side Center(RC),Mid Range,16-24 ft.,,shot - 3
0,0,0,1,2003-04,"42.982923, -71.446094",MANU vs. DET,48,27656,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-145,500,0,1,,"42.982923, -71.446094",MANU vs. DET,0,27657,72,0,Mid Ground(MG),Mid Ground Line,Back Court Shot,shot - 44,
-187,49,11,2,2003-04,"42.982923, -71.446094",MANU vs. DET,45,27658,39,1,Left Side(L),Mid Range,16-24 ft.,,shot - 3
102,189,9,2,2003-04,,MANU vs. DET,31,27659,41,0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 44,
-186,64,4,2,2003-04,"42.982923, -71.446094",,59,27660,39,0,Left Side(L),Mid Range,16-24 ft.,,shot - 3
-41,89,3,2,2003-04,"42.982923, -71.446094",MANU vs. DET,28,27661,29,0,Center(C),Goal Line,8-16 ft.,,shot - 3
0,0,3,2,2003-04,"42.982923, -71.446094",MANU vs. DET,13,27662,20,1,,Goal Area,Less Than 8 ft.,shot - 12,
0,0,0,2,2003-04,"42.982923, -71.446094",MANU vs. DET,19,27663,20,,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
-80,117,10,3,2003-04,"42.982923, -71.446094",MANU vs. DET,27,27664,34,1,Left Side(L),Goal Line,8-16 ft.,shot - 41,
0,0,10,3,2003-04,"42.982923, -71.446094",MANU vs. DET,,27665,20,0,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
-217,155,9,3,2003-04,"42.982923, -71.446094",MANU vs. DET,58,27666,46,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 11,
0,0,9,,2003-04,"42.982923, -71.446094",MANU vs. DET,29,27667,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
176,63,8,3,2003-04,"42.982923, -71.446094",MANU vs. DET,45,27668,38,0,Right Side(R),,16-24 ft.,shot - 9,
94,,2,,2003-04,"42.982923, -71.446094",MANU vs. DET,31,27669,32,1,Right Side(R),Mid Range,8-16 ft.,,shot - 3
151,77,1,3,2003-04,"42.982923, -71.446094",MANU vs. DET,34,27670,36,0,,Mid Range,16-24 ft.,,shot - 3
85,114,0,3,2003-04,"42.982923, -71.446094",MANU vs. DET,23,,34,0,Right Side(R),Mid Range,8-16 ft.,shot - 36,
112,196,10,4,2003-04,"42.982923, -71.446094",MANU vs. DET,5,27672,42,0,Right Side Center(RC),Mid Range,16-24 ft.,shot - 36,
-138,-9,9,4,,"42.982923, -71.446094",MANU vs. DET,38,27673,,,Left Side(L),Mid Range,8-16 ft.,,shot - 3
-110,20,7,4,2003-04,"42.982923, -71.446094",MANU vs. DET,43,27674,31,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
-232,102,7,4,2003-04,"42.982923, -71.446094",MANU vs. DET,4,27675,45,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 24,
-166,197,6,4,2003-04,"42.982923, -71.446094",MANU vs. DET,17,27676,45,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 23,
-3,225,1,4,2003-04,"42.982923, -71.446094",MANU vs. DET,17,27677,42,,Center(C),Mid Range,16-24 ft.,,shot - 3
-220,128,1,4,2003-04,"42.982923, -71.446094",MANU vs. DET,,27678,45,,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
0,0,4,1,2003-04,"42.982923, -71.446094",MANU vs. DET,52,27679,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
-130,137,10,2,,"42.982923, -71.446094",MANU vs. DET,49,27680,38,,Left Side Center(LC),Mid Range,16-24 ft.,shot - 43,
0,,9,2,2003-04,"42.982923, -71.446094",MANU vs. DET,30,27681,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
0,0,3,2,2003-04,"42.982923, -71.446094",MANU vs. DET,48,27682,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
-148,54,3,2,2003-04,"42.982923, -71.446094",MANU vs. DET,9,27683,35,1,Left Side(L),Mid Range,8-16 ft.,shot - 32,
-39,196,1,2,,"42.982923, -71.446094",MANU vs. DET,36,27684,39,,Center(C),Mid Range,16-24 ft.,,shot - 3
0,0,0,2,2003-04,"42.982923, -71.446094",MANU vs. DET,33,27685,20,1,Center(C),Goal Area,Less Than 8 ft.,,shot - 1
166,107,0,2,2003-04,"42.982923, -71.446094",MANU vs. DET,1,27686,39,0,Right Side(R),Mid Range,16-24 ft.,,shot - 3
80,187,7,3,2003-04,"42.982923, -71.446094",MANU vs. DET,10,27687,40,1,Right Side Center(RC),Mid Range,16-24 ft.,shot - 52,
-172,61,5,3,2003-04,"42.982923, -71.446094",MANU vs. DET,46,27688,38,,Left Side(L),Mid Range,,,shot - 3
-15,86,5,3,2003-04,"42.982923, -71.446094",MANU vs. DET,30,27689,28,1,Center(C),Goal Line,8-16 ft.,shot - 52,
-149,107,1,3,2003-04,"42.982923, -71.446094",MANU vs. DET,,27690,38,1,Left Side(L),Mid Range,,shot - 17,
-67,242,0,3,,"42.982923, -71.446094",MANU vs. DET,23,27691,45,0,Center(C),Penalty Spot,24+ ft.,shot - 37,
-235,69,0,3,2003-04,"42.982923, -71.446094",MANU vs. DET,0,27692,44,0,Left Side(L),Left Corner,24+ ft.,,shot - 3
0,0,7,4,,"42.982923, -71.446094",MANU vs. DET,50,27693,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
-148,114,6,4,2003-04,"42.982923, -71.446094",MANU vs. DET,26,27694,38,0,Left Side Center(LC),Mid Range,16-24 ft.,,shot - 3
0,0,5,4,2003-04,"42.982923, -71.446094",MANU vs. DET,1,27695,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 4,
-184,87,4,4,,"42.982923, -71.446094",MANU vs. DET,9,27696,40,,Left Side(L),Mid Range,16-24 ft.,,shot - 3
18,123,3,4,2003-04,"42.982923, -71.446094",MANU vs. DET,31,27697,32,0,Center(C),Goal Line,8-16 ft.,,shot - 3
0,0,2,4,2003-04,"42.982923, -71.446094",MANU vs. DET,,27698,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 32,
-163,222,1,4,2003-04,"42.982923, -71.446094",MANU vs. DET,36,27699,47,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 55,
-154,215,0,4,2003-04,"42.982923, -71.446094",MANU vs. DET,37,27700,46,0,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 36,
-195,204,0,4,2003-04,"42.982923, -71.446094",,2,27701,48,1,Left Side Center(LC),Penalty Spot,24+ ft.,shot - 36,
0,0,3,5,2003-04,"42.982923, -71.446094",MANU vs. DET,46,27702,20,1,Center(C),,Less Than 8 ft.,shot - 4,
56,28,2,5,2003-04,"42.982923, -71.446094",MANU vs. DET,25,27703,26,1,,Goal Line,Less Than 8 ft.,shot - 52,
0,0,0,5,2003-04,"42.982923, -71.446094",MANU vs. DET,39,27704,20,0,Center(C),Goal Area,Less Than 8 ft.,,shot - 4
0,0,0,5,2003-04,"42.982923, -71.446094",MANU vs. DET,20,27705,,,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
-189,84,10,1,2003-04,"42.379455, -83.115635",MANU @ DET,33,27706,40,,Left Side(L),Mid Range,16-24 ft.,shot - 11,
0,,10,1,2003-04,"42.379455, -83.115635",MANU @ DET,,27707,20,,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
-153,160,2,1,2003-04,"42.379455, -83.115635",MANU @ DET,56,27708,42,0,Left Side Center(LC),Mid Range,16-24 ft.,shot - 37,
-230,68,3,2,2003-04,"42.379455, -83.115635",MANU @ DET,20,27709,43,,,Left Corner,24+ ft.,,shot - 3
-131,38,8,3,2003-04,"42.379455, -83.115635",MANU @ DET,3,27710,33,0,Left Side(L),Mid Range,8-16 ft.,,shot - 3
158,0,7,3,2003-04,"42.379455, -83.115635",MANU @ DET,35,27711,35,1,Right Side(R),Mid Range,8-16 ft.,,shot - 3
97,68,6,3,2003-04,"42.379455, -83.115635",MANU @ DET,,27712,31,0,Right Side(R),Mid Range,,,shot - 3
189,15,5,3,,"42.379455, -83.115635",MANU @ DET,43,27713,38,1,Right Side(R),Mid Range,16-24 ft.,shot - 27,
-79,255,0,3,2003-04,"42.379455, -83.115635",MANU @ DET,29,27714,46,0,Center(C),Penalty Spot,24+ ft.,,shot - 3
181,71,8,4,2003-04,,MANU @ DET,16,27715,,1,Right Side(R),Mid Range,,,shot - 3
0,0,7,4,,"42.379455, -83.115635",MANU @ DET,,27716,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 56,
156,217,5,4,2003-04,"42.379455, -83.115635",MANU @ DET,55,27717,46,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
210,143,1,4,2003-04,"42.379455, -83.115635",MANU @ DET,32,27718,45,0,Right Side Center(RC),Penalty Spot,24+ ft.,,shot - 3
-225,122,,1,2003-04,"42.379455, -83.115635",MANU @ DET,15,27719,45,0,Left Side Center(LC),Penalty Spot,24+ ft.,,shot - 3
-148,58,11,1,2003-04,"42.379455, -83.115635",MANU @ DET,1,27720,35,,,Mid Range,8-16 ft.,shot - 30,
0,0,9,1,2003-04,"42.379455, -83.115635",MANU @ DET,57,27721,20,1,Center(C),Goal Area,Less Than 8 ft.,shot - 39,
187,-6,5,1,2003-04,"42.379455, -83.115635",MANU @ DET,50,27722,38,,Right Side(R),Mid Range,16-24 ft.,shot - 23,
,46,3,1,2003-04,"42.379455, -83.115635",MANU @ DET,26,27723,37,0,Left Side(L),Mid Range,16-24 ft.,shot - 39,
-177,81,2,1,2003-04,"42.379455, -83.115635",MANU @ DET,14,27724,39,,Left Side(L),Mid Range,16-24 ft.,shot - 11,
